字,小韻,聲母,韻目,調,等,呼,韻母
踔,趠,徹,效,去,二,開,肴
稍,稍,生,效,去,二,開,肴
潲,稍,生,效,去,二,開,肴
揱,稍,生,效,去,二,開,肴
𣕇,稍,生,效,去,二,開,肴
娋,稍,生,效,去,二,開,肴
𨛍,稍,生,效,去,二,開,肴
𦓴,稍,生,效,去,二,開,肴
棹,棹,澄,效,去,二,開,肴
櫂,棹,澄,效,去,二,開,肴
濯,棹,澄,效,去,二,開,肴
㷹,棹,澄,效,去,二,開,肴
橈,橈,孃,效,去,二,開,肴
淖,橈,孃,效,去,二,開,肴
𠆴,橈,孃,效,去,二,開,肴
閙,橈,孃,效,去,二,開,肴
抓,抓,莊,效,去,二,開,肴
癄,抓,莊,效,去,二,開,肴
笊,抓,莊,效,去,二,開,肴
靤,靤,並,效,去,二,開,肴
皰,靤,並,效,去,二,開,肴
鞄,靤,並,效,去,二,開,肴
鉋,靤,並,效,去,二,開,肴
骲,靤,並,效,去,二,開,肴
抄,抄,初,效,去,二,開,肴
鈔,抄,初,效,去,二,開,肴
縐,抄,初,效,去,二,開,肴
耖,抄,初,效,去,二,開,肴
仯,抄,初,效,去,二,開,肴
觘,抄,初,效,去,二,開,肴
𦨖,抄,初,效,去,二,開,肴
罺,抄,初,效,去,二,開,肴
靿,靿,影,效,去,二,開,肴
袎,靿,影,效,去,二,開,肴
㑃,靿,影,效,去,二,開,肴
箹,靿,影,效,去,二,開,肴
軪,靿,影,效,去,二,開,肴
樂,樂,疑,效,去,二,開,肴
磽,樂,疑,效,去,二,開,肴
𩳔,樂,疑,效,去,二,開,肴
号,号,匣,号,去,一,開,豪
號,号,匣,号,去,一,開,豪
𤩭,号,匣,号,去,一,開,豪
㙱,号,匣,号,去,一,開,豪
𧬁,号,匣,号,去,一,開,豪
𡠖,号,匣,号,去,一,開,豪
導,導,定,号,去,一,開,豪
翿,導,定,号,去,一,開,豪
纛,導,定,号,去,一,開,豪
悼,導,定,号,去,一,開,豪
蹈,導,定,号,去,一,開,豪
盜,導,定,号,去,一,開,豪
燾,導,定,号,去,一,開,豪
幬,導,定,号,去,一,開,豪
䆃,導,定,号,去,一,開,豪
儔,導,定,号,去,一,開,豪
𨱵,導,定,号,去,一,開,豪
𠺛,導,定,号,去,一,開,豪
䊭,導,定,号,去,一,開,豪
䌦,導,定,号,去,一,開,豪
到,到,端,号,去,一,開,豪
禱,到,端,号,去,一,開,豪
倒,到,端,号,去,一,開,豪
𤓾,到,端,号,去,一,開,豪
𧛔,到,端,号,去,一,開,豪
菿,到,端,号,去,一,開,豪
誥,誥,見,号,去,一,開,豪
郜,誥,見,号,去,一,開,豪
告,誥,見,号,去,一,開,豪
縞,誥,見,号,去,一,開,豪
膏,誥,見,号,去,一,開,豪
𣝏,誥,見,号,去,一,開,豪
烄,誥,見,号,去,一,開,豪
傲,傲,疑,号,去,一,開,豪
嫯,傲,疑,号,去,一,開,豪
䫨,傲,疑,号,去,一,開,豪
鏊,傲,疑,号,去,一,開,豪
驁,傲,疑,号,去,一,開,豪
奡,傲,疑,号,去,一,開,豪
謷,傲,疑,号,去,一,開,豪
鷔,傲,疑,号,去,一,開,豪
冃,冃,明,号,去,一,開,豪
帽,冃,明,号,去,一,開,豪
耄,冃,明,号,去,一,開,豪
𦹾,冃,明,号,去,一,開,豪
芼,冃,明,号,去,一,開,豪
眊,冃,明,号,去,一,開,豪
瑁,冃,明,号,去,一,開,豪
𤣽,冃,明,号,去,一,開,豪
冒,冃,明,号,去,一,開,豪
𥈆,冃,明,号,去,一,開,豪
旄,冃,明,号,去,一,開,豪
毛,冃,明,号,去,一,開,豪
媢,冃,明,号,去,一,開,豪
𩿂,冃,明,号,去,一,開,豪
𢯾,冃,明,号,去,一,開,豪
覒,冃,明,号,去,一,開,豪
㲝,冃,明,号,去,一,開,豪
䋃,冃,明,号,去,一,開,豪
𣔺,冃,明,号,去,一,開,豪
嫪,嫪,來,号,去,一,開,豪
澇,嫪,來,号,去,一,開,豪
潦,嫪,來,号,去,一,開,豪
勞,嫪,來,号,去,一,開,豪
僗,嫪,來,号,去,一,開,豪
髝,嫪,來,号,去,一,開,豪
癆,嫪,來,号,去,一,開,豪
𣟽,嫪,來,号,去,一,開,豪
暴,暴,並,号,去,一,開,豪
暴,暴,並,屋,入,一,開,屋一
虣,暴,並,号,去,一,開,豪
虣,暴,並,屋,入,一,開,屋一
曝,暴,並,号,去,一,開,豪
曝,暴,並,屋,入,一,開,屋一
瀑,暴,並,号,去,一,開,豪
瀑,暴,並,屋,入,一,開,屋一
勽,暴,並,号,去,一,開,豪
勽,暴,並,屋,入,一,開,屋一
菢,暴,並,号,去,一,開,豪
菢,暴,並,屋,入,一,開,屋一
袌,暴,並,号,去,一,開,豪
袌,暴,並,屋,入,一,開,屋一
𤔣,暴,並,号,去,一,開,豪
𤔣,暴,並,屋,入,一,開,屋一
𪇰,暴,並,号,去,一,開,豪
𪇰,暴,並,屋,入,一,開,屋一
䗱,暴,並,号,去,一,開,豪
䗱,暴,並,屋,入,一,開,屋一
㲫,暴,並,号,去,一,開,豪
㲫,暴,並,屋,入,一,開,屋一
樸,暴,並,号,去,一,開,豪
樸,暴,並,屋,入,一,開,屋一
僕,暴,並,号,去,一,開,豪
僕,暴,並,屋,入,一,開,屋一
䑑,暴,並,号,去,一,開,豪
䑑,暴,並,屋,入,一,開,屋一
𥐁,暴,並,号,去,一,開,豪
𥐁,暴,並,屋,入,一,開,屋一
菐,暴,並,号,去,一,開,豪
菐,暴,並,屋,入,一,開,屋一
𡕡,暴,並,号,去,一,開,豪
𡕡,暴,並,屋,入,一,開,屋一
穙,暴,並,号,去,一,開,豪
穙,暴,並,屋,入,一,開,屋一
報,報,幫,号,去,一,開,豪
漕,漕,從,号,去,一,開,豪
𢲵,漕,從,号,去,一,開,豪
奥,奥,影,号,去,一,開,豪
懊,奥,影,号,去,一,開,豪
䐿,奥,影,号,去,一,開,豪
𩟇,奥,影,号,去,一,開,豪
隩,奥,影,号,去,一,開,豪
燠,奥,影,号,去,一,開,豪
䜒,奥,影,号,去,一,開,豪
镺,奥,影,号,去,一,開,豪
墺,奥,影,号,去,一,開,豪
𩼈,奥,影,号,去,一,開,豪
澳,奥,影,号,去,一,開,豪
喿,喿,心,号,去,一,開,豪
譟,喿,心,号,去,一,開,豪
噪,喿,心,号,去,一,開,豪
瘙,喿,心,号,去,一,開,豪
㿋,喿,心,号,去,一,開,豪
髞,喿,心,号,去,一,開,豪
埽,喿,心,号,去,一,開,豪
掃,喿,心,号,去,一,開,豪
𢤁,喿,心,号,去,一,開,豪
𩝝,𩝝,溪,号,去,一,開,豪
犒,𩝝,溪,号,去,一,開,豪
稾,𩝝,溪,号,去,一,開,豪
靠,𩝝,溪,号,去,一,開,豪
䯪,𩝝,溪,号,去,一,開,豪
竈,竈,精,号,去,一,開,豪
躁,竈,精,号,去,一,開,豪
趮,竈,精,号,去,一,開,豪
秏,秏,曉,号,去,一,開,豪
好,秏,曉,号,去,一,開,豪
𡚽,秏,曉,号,去,一,開,豪
藃,秏,曉,号,去,一,開,豪
腝,腝,泥,号,去,一,開,豪
𨱵,腝,泥,号,去,一,開,豪
腦,腝,泥,号,去,一,開,豪
箇,箇,見,箇,去,一,開,歌
个,箇,見,箇,去,一,開,歌
個,箇,見,箇,去,一,開,歌
賀,賀,匣,箇,去,一,開,歌
𧝂,賀,匣,箇,去,一,開,歌
袔,賀,匣,箇,去,一,開,歌
㵑,賀,匣,箇,去,一,開,歌
佐,佐,精,箇,去,一,開,歌
左,佐,精,箇,去,一,開,歌
𠡃,佐,精,箇,去,一,開,歌
㝾,佐,精,箇,去,一,開,歌
袏,佐,精,箇,去,一,開,歌
作,佐,精,箇,去,一,開,歌
跢,跢,端,箇,去,一,開,歌
癉,跢,端,箇,去,一,開,歌
痑,跢,端,箇,去,一,開,歌
哆,跢,端,箇,去,一,開,歌
邏,邏,來,箇,去,一,開,歌
𧟌,邏,來,箇,去,一,開,歌
㿚,邏,來,箇,去,一,開,歌
坷,坷,溪,箇,去,一,開,歌
軻,坷,溪,箇,去,一,開,歌
蚵,坷,溪,箇,去,一,開,歌
艐,坷,溪,箇,去,一,開,歌
餓,餓,疑,箇,去,一,開,歌
䭾,䭾,定,箇,去,一,開,歌
大,䭾,定,箇,去,一,開,歌
奈,奈,泥,箇,去,一,開,歌
那,奈,泥,箇,去,一,開,歌
呵,呵,曉,箇,去,一,開,歌
㰤,呵,曉,箇,去,一,開,歌
拖,拖,透,箇,去,一,開,歌
過,過,見,過,去,一,合,戈一合
裹,過,見,過,去,一,合,戈一合
鐹,過,見,過,去,一,合,戈一合
划,過,見,過,去,一,合,戈一合
𧒖,過,見,過,去,一,合,戈一合
㳀,過,見,過,去,一,合,戈一合
𩟂,過,見,過,去,一,合,戈一合
挫,挫,精,過,去,一,合,戈一合
夎,挫,精,過,去,一,合,戈一合
侳,挫,精,過,去,一,合,戈一合
課,課,溪,過,去,一,合,戈一合
堁,課,溪,過,去,一,合,戈一合
㪙,課,溪,過,去,一,合,戈一合
髁,課,溪,過,去,一,合,戈一合
𡱼,課,溪,過,去,一,合,戈一合
㾧,課,溪,過,去,一,合,戈一合
科,課,溪,過,去,一,合,戈一合
唾,唾,透,過,去,一,合,戈一合
涶,唾,透,過,去,一,合,戈一合
毻,唾,透,過,去,一,合,戈一合
蛻,唾,透,過,去,一,合,戈一合
嫷,唾,透,過,去,一,合,戈一合
毤,唾,透,過,去,一,合,戈一合
𧝍,唾,透,過,去,一,合,戈一合
播,播,幫,過,去,一,合,戈一合
𢿥,播,幫,過,去,一,合,戈一合
簸,播,幫,過,去,一,合,戈一合
番,播,幫,過,去,一,合,戈一合
譒,播,幫,過,去,一,合,戈一合
剉,剉,清,過,去,一,合,戈一合
莝,剉,清,過,去,一,合,戈一合
銼,剉,清,過,去,一,合,戈一合
磨,磨,明,過,去,一,合,戈一合
䃺,磨,明,過,去,一,合,戈一合
塺,磨,明,過,去,一,合,戈一合
摩,磨,明,過,去,一,合,戈一合
愞,愞,泥,過,去,一,合,戈一合
堧,愞,泥,過,去,一,合,戈一合
稬,愞,泥,過,去,一,合,戈一合
𤲬,愞,泥,過,去,一,合,戈一合
破,破,滂,過,去,一,合,戈一合
頗,破,滂,過,去,一,合,戈一合
座,座,從,過,去,一,合,戈一合
坐,座,從,過,去,一,合,戈一合
臥,臥,疑,過,去,一,合,戈一合
諎,諎,清,過,去,一,合,戈一合
𢯽,諎,清,過,去,一,合,戈一合
貨,貨,曉,過,去,一,合,戈一合
惰,惰,定,過,去,一,合,戈一合
媠,惰,定,過,去,一,合,戈一合
䙃,惰,定,過,去,一,合,戈一合
𧱫,惰,定,過,去,一,合,戈一合
縛,縛,並,過,去,一,合,戈一合
縛,縛,並,藥,入,三,合,藥合
䇔,䇔,來,過,去,一,合,戈一合
𢺑,䇔,來,過,去,一,合,戈一合
䌴,䇔,來,過,去,一,合,戈一合
㱻,䇔,來,過,去,一,合,戈一合
𡰠,䇔,來,過,去,一,合,戈一合
摞,䇔,來,過,去,一,合,戈一合
𠏢,䇔,來,過,去,一,合,戈一合
桗,桗,端,過,去,一,合,戈一合
㛆,桗,端,過,去,一,合,戈一合
刴,桗,端,過,去,一,合,戈一合
挅,桗,端,過,去,一,合,戈一合
磋,磋,清,過,去,一,合,戈一合
䐝,䐝,心,過,去,一,合,戈一合
侉,侉,影,箇,去,一,開,歌
涴,涴,影,過,去,一,合,戈一合
禡,禡,明,禡,去,二,開,麻二開
榪,禡,明,禡,去,二,開,麻二開
鬕,禡,明,禡,去,二,開,麻二開
㾺,禡,明,禡,去,二,開,麻二開
罵,禡,明,禡,去,二,開,麻二開
䧞,禡,明,禡,去,二,開,麻二開
䣕,禡,明,禡,去,二,開,麻二開
𧪨,禡,明,禡,去,二,開,麻二開
傌,禡,明,禡,去,二,開,麻二開
駕,駕,見,禡,去,二,開,麻二開
稼,駕,見,禡,去,二,開,麻二開
嫁,駕,見,禡,去,二,開,麻二開
瘕,駕,見,禡,去,二,開,麻二開
架,駕,見,禡,去,二,開,麻二開
𢱈,駕,見,禡,去,二,開,麻二開
價,駕,見,禡,去,二,開,麻二開
假,駕,見,禡,去,二,開,麻二開
幏,駕,見,禡,去,二,開,麻二開
𢉤,駕,見,禡,去,二,開,麻二開
𦙺,駕,見,禡,去,二,開,麻二開
賈,駕,見,禡,去,二,開,麻二開
亞,亞,影,禡,去,二,開,麻二開
俹,亞,影,禡,去,二,開,麻二開
𣇩,亞,影,禡,去,二,開,麻二開
㰳,亞,影,禡,去,二,開,麻二開
稏,亞,影,禡,去,二,開,麻二開
𦜖,亞,影,禡,去,二,開,麻二開
啞,亞,影,禡,去,二,開,麻二開
婭,亞,影,禡,去,二,開,麻二開
䢝,亞,影,禡,去,二,開,麻二開
覀,亞,影,禡,去,二,開,麻二開
嚇,嚇,曉,禡,去,二,開,麻二開
罅,嚇,曉,禡,去,二,開,麻二開
唬,嚇,曉,禡,去,二,開,麻二開
𧫒,嚇,曉,禡,去,二,開,麻二開
㙤,嚇,曉,禡,去,二,開,麻二開
謑,嚇,曉,禡,去,二,開,麻二開
煆,嚇,曉,禡,去,二,開,麻二開
㗿,嚇,曉,禡,去,二,開,麻二開
迓,迓,疑,禡,去,二,開,麻二開
訝,迓,疑,禡,去,二,開,麻二開
犽,迓,疑,禡,去,二,開,麻二開
齖,迓,疑,禡,去,二,開,麻二開
枒,迓,疑,禡,去,二,開,麻二開
砑,迓,疑,禡,去,二,開,麻二開
詫,詫,徹,禡,去,二,開,麻二開
侘,詫,徹,禡,去,二,開,麻二開
𧬮,詫,徹,禡,去,二,開,麻二開
吒,吒,知,禡,去,二,開,麻二開
咤,吒,知,禡,去,二,開,麻二開
奼,吒,知,禡,去,二,開,麻二開
灹,吒,知,禡,去,二,開,麻二開
哆,吒,知,禡,去,二,開,麻二開
奓,吒,知,禡,去,二,開,麻二開
䐒,吒,知,禡,去,二,開,麻二開
𢕮,吒,知,禡,去,二,開,麻二開
膪,吒,知,禡,去,二,開,麻二開
䒲,吒,知,禡,去,二,開,麻二開
㓃,吒,知,禡,去,二,開,麻二開
𨶃,吒,知,禡,去,二,開,麻二開
詐,詐,莊,禡,去,二,開,麻二開
溠,詐,莊,禡,去,二,開,麻二開
咋,詐,莊,禡,去,二,開,麻二開
笮,詐,莊,禡,去,二,開,麻二開
𨢧,詐,莊,禡,去,二,開,麻二開
榨,詐,莊,禡,去,二,開,麻二開
乍,乍,崇,禡,去,二,開,麻二開
䄍,乍,崇,禡,去,二,開,麻二開
蜡,乍,崇,禡,去,二,開,麻二開
齰,乍,崇,禡,去,二,開,麻二開
𧧻,乍,崇,禡,去,二,開,麻二開
謝,謝,邪,禡,去,三,開,麻三開
榭,謝,邪,禡,去,三,開,麻三開
㴬,謝,邪,禡,去,三,開,麻三開
髂,髂,溪,禡,去,二,開,麻二開
𩩱,髂,溪,禡,去,二,開,麻二開
疴,髂,溪,禡,去,二,開,麻二開
𧩶,髂,溪,禡,去,二,開,麻二開
㰤,髂,溪,禡,去,二,開,麻二開
𠳌,髂,溪,禡,去,二,開,麻二開
暇,暇,匣,禡,去,二,開,麻二開
夏,暇,匣,禡,去,二,開,麻二開
下,暇,匣,禡,去,二,開,麻二開
芐,暇,匣,禡,去,二,開,麻二開
褯,褯,從,禡,去,三,開,麻三開
藉,褯,從,禡,去,三,開,麻三開
躤,褯,從,禡,去,三,開,麻三開
䤳,褯,從,禡,去,三,開,麻三開
䣠,褯,從,禡,去,三,開,麻三開
夜,夜,以,禡,去,三,開,麻三開
射,夜,以,禡,去,三,開,麻三開
鵺,夜,以,禡,去,三,開,麻三開
䞣,䞣,昌,禡,去,三,開,麻三開
斥,䞣,昌,禡,去,三,開,麻三開
蝑,蝑,心,禡,去,三,開,麻三開
卸,蝑,心,禡,去,三,開,麻三開
瀉,蝑,心,禡,去,三,開,麻三開
䉣,蝑,心,禡,去,三,開,麻三開
柘,柘,章,禡,去,三,開,麻三開
樜,柘,章,禡,去,三,開,麻三開
鷓,柘,章,禡,去,三,開,麻三開
䗪,柘,章,禡,去,三,開,麻三開
嗻,柘,章,禡,去,三,開,麻三開
炙,柘,章,禡,去,三,開,麻三開
蔗,柘,章,禡,去,三,開,麻三開
唶,唶,精,禡,去,三,開,麻三開
借,唶,精,禡,去,三,開,麻三開
舎,舎,書,禡,去,三,開,麻三開
赦,舎,書,禡,去,三,開,麻三開
騇,舎,書,禡,去,三,開,麻三開
涻,舎,書,禡,去,三,開,麻三開
厙,舎,書,禡,去,三,開,麻三開
射,射,船,禡,去,三,開,麻三開
䠶,射,船,禡,去,三,開,麻三開
麝,射,船,禡,去,三,開,麻三開
貰,射,船,禡,去,三,開,麻三開
霸,霸,幫,禡,去,二,開,麻二開
𧟶,霸,幫,禡,去,二,開,麻二開
弝,霸,幫,禡,去,二,開,麻二開
欛,霸,幫,禡,去,二,開,麻二開
靶,霸,幫,禡,去,二,開,麻二開
灞,霸,幫,禡,去,二,開,麻二開
垻,霸,幫,禡,去,二,開,麻二開
帊,帊,滂,禡,去,二,開,麻二開
怕,帊,滂,禡,去,二,開,麻二開
摦,摦,匣,禡,去,二,合,麻二合
㕦,摦,匣,禡,去,二,合,麻二合
崋,摦,匣,禡,去,二,合,麻二合
華,摦,匣,禡,去,二,合,麻二合
樺,摦,匣,禡,去,二,合,麻二合
鳠,摦,匣,禡,去,二,合,麻二合
檴,摦,匣,禡,去,二,合,麻二合
化,化,曉,禡,去,二,合,麻二合
匕,化,曉,禡,去,二,合,麻二合
諣,化,曉,禡,去,二,合,麻二合
𩲏,化,曉,禡,去,二,合,麻二合
𩵏,化,曉,禡,去,二,合,麻二合
杹,化,曉,禡,去,二,合,麻二合
跨,跨,溪,禡,去,二,合,麻二合
胯,跨,溪,禡,去,二,合,麻二合
𡕒,跨,溪,禡,去,二,合,麻二合
誜,誜,生,禡,去,二,合,麻二合
傻,誜,生,禡,去,二,合,麻二合
𤝡,𤝡,並,禡,去,二,開,麻二開
杷,𤝡,並,禡,去,二,開,麻二開
𩹏,𤝡,並,禡,去,二,開,麻二開
𦫙,𤝡,並,禡,去,二,開,麻二開
跁,𤝡,並,禡,去,二,開,麻二開
𥝧,𤝡,並,禡,去,二,開,麻二開
䏧,䏧,泥,禡,去,二,開,麻二開
絮,䏧,泥,禡,去,二,開,麻二開
笡,笡,清,禡,去,三,開,麻三開
䞣,笡,清,禡,去,三,開,麻三開
嗄,嗄,生,禡,去,二,開,麻二開
𦔯,嗄,生,禡,去,二,開,麻二開
沙,嗄,生,禡,去,二,開,麻二開
坬,坬,見,禡,去,二,合,麻二合
𧬮,坬,見,禡,去,二,合,麻二合
䖳,䖳,澄,禡,去,二,開,麻二開
䅊,䖳,澄,禡,去,二,開,麻二開
攨,攨,影,禡,去,二,合,麻二合
窊,攨,影,禡,去,二,合,麻二合
䠚,攨,影,禡,去,二,合,麻二合
漾,漾,以,漾,去,三,開,陽開
恙,漾,以,漾,去,三,開,陽開
羕,漾,以,漾,去,三,開,陽開
颺,漾,以,漾,去,三,開,陽開
煬,漾,以,漾,去,三,開,陽開
㨾,漾,以,漾,去,三,開,陽開
養,漾,以,漾,去,三,開,陽開
眻,漾,以,漾,去,三,開,陽開
諹,漾,以,漾,去,三,開,陽開
䭐,漾,以,漾,去,三,開,陽開
㺊,漾,以,漾,去,三,開,陽開
瀁,漾,以,漾,去,三,開,陽開
亮,亮,來,漾,去,三,開,陽開
諒,亮,來,漾,去,三,開,陽開
掠,亮,來,漾,去,三,開,陽開
悢,亮,來,漾,去,三,開,陽開
緉,亮,來,漾,去,三,開,陽開
㹁,亮,來,漾,去,三,開,陽開
兩,亮,來,漾,去,三,開,陽開
踉,亮,來,漾,去,三,開,陽開
量,亮,來,漾,去,三,開,陽開
𣄵,亮,來,漾,去,三,開,陽開
𩗬,亮,來,漾,去,三,開,陽開
䁁,亮,來,漾,去,三,開,陽開
䀶,亮,來,漾,去,三,開,陽開
哴,亮,來,漾,去,三,開,陽開
涼,亮,來,漾,去,三,開,陽開
狀,狀,崇,漾,去,三,開,陽開
讓,讓,日,漾,去,三,開,陽開
欀,讓,日,漾,去,三,開,陽開
攘,讓,日,漾,去,三,開,陽開
懹,讓,日,漾,去,三,開,陽開
餉,餉,書,漾,去,三,開,陽開
傷,餉,書,漾,去,三,開,陽開
向,餉,書,漾,去,三,開,陽開
蟓,餉,書,漾,去,三,開,陽開
曏,餉,書,漾,去,三,開,陽開
慯,餉,書,漾,去,三,開,陽開
𤵼,餉,書,漾,去,三,開,陽開
饟,餉,書,漾,去,三,開,陽開
蠰,餉,書,漾,去,三,開,陽開
珦,餉,書,漾,去,三,開,陽開
帳,帳,知,漾,去,三,開,陽開
脹,帳,知,漾,去,三,開,陽開
痮,帳,知,漾,去,三,開,陽開
漲,帳,知,漾,去,三,開,陽開
張,帳,知,漾,去,三,開,陽開
悵,悵,徹,漾,去,三,開,陽開
暢,悵,徹,漾,去,三,開,陽開
鬯,悵,徹,漾,去,三,開,陽開
韔,悵,徹,漾,去,三,開,陽開
䩨,悵,徹,漾,去,三,開,陽開
𧀄,悵,徹,漾,去,三,開,陽開
昶,悵,徹,漾,去,三,開,陽開
畼,悵,徹,漾,去,三,開,陽開
𥠴,悵,徹,漾,去,三,開,陽開
𥇔,悵,徹,漾,去,三,開,陽開
向,向,曉,漾,去,三,開,陽開
珦,向,曉,漾,去,三,開,陽開
曏,向,曉,漾,去,三,開,陽開
䦳,向,曉,漾,去,三,開,陽開
蠁,向,曉,漾,去,三,開,陽開
萫,向,曉,漾,去,三,開,陽開
𧬰,向,曉,漾,去,三,開,陽開
嚮,向,曉,漾,去,三,開,陽開
仗,仗,澄,漾,去,三,開,陽開
長,仗,澄,漾,去,三,開,陽開
瓺,仗,澄,漾,去,三,開,陽開
釀,釀,孃,漾,去,三,開,陽開
𥽬,釀,孃,漾,去,三,開,陽開
䖆,釀,孃,漾,去,三,開,陽開
匠,匠,從,漾,去,三,開,陽開
䞪,匠,從,漾,去,三,開,陽開
𪀘,匠,從,漾,去,三,開,陽開
障,障,章,漾,去,三,開,陽開
㢓,障,章,漾,去,三,開,陽開
墇,障,章,漾,去,三,開,陽開
嶂,障,章,漾,去,三,開,陽開
瘴,障,章,漾,去,三,開,陽開
尚,尚,常,漾,去,三,開,陽開
上,尚,常,漾,去,三,開,陽開
丄,尚,常,漾,去,三,開,陽開
償,尚,常,漾,去,三,開,陽開
壯,壯,莊,漾,去,三,開,陽開
裝,壯,莊,漾,去,三,開,陽開
䊋,壯,莊,漾,去,三,開,陽開
怏,怏,影,漾,去,三,開,陽開
䬬,怏,影,漾,去,三,開,陽開
詇,怏,影,漾,去,三,開,陽開
㿮,怏,影,漾,去,三,開,陽開
弶,弶,羣,漾,去,三,開,陽開
唱,唱,昌,漾,去,三,開,陽開
𪛋,唱,昌,漾,去,三,開,陽開
廠,唱,昌,漾,去,三,開,陽開
倡,唱,昌,漾,去,三,開,陽開
𠛝,𠛝,初,漾,去,三,開,陽開
創,𠛝,初,漾,去,三,開,陽開
愴,𠛝,初,漾,去,三,開,陽開
滄,𠛝,初,漾,去,三,開,陽開
醬,醬,精,漾,去,三,開,陽開
𨡰,醬,精,漾,去,三,開,陽開
𨟻,醬,精,漾,去,三,開,陽開
將,醬,精,漾,去,三,開,陽開
𨋕,𨋕,疑,漾,去,三,開,陽開
仰,𨋕,疑,漾,去,三,開,陽開
訪,訪,滂,漾,去,三,合,陽合
妨,訪,滂,漾,去,三,合,陽合
邡,訪,滂,漾,去,三,合,陽合
妄,妄,明,漾,去,三,合,陽合
望,妄,明,漾,去,三,合,陽合
朢,妄,明,漾,去,三,合,陽合
忘,妄,明,漾,去,三,合,陽合
汒,妄,明,漾,去,三,合,陽合
𧫢,妄,明,漾,去,三,合,陽合
況,況,曉,漾,去,三,合,陽合
况,況,曉,漾,去,三,合,陽合
𣍦,況,曉,漾,去,三,合,陽合
貺,況,曉,漾,去,三,合,陽合
誑,誑,見,漾,去,三,合,陽合
㤮,誑,見,漾,去,三,合,陽合
𠉫,誑,見,漾,去,三,合,陽合
臦,誑,見,漾,去,三,合,陽合
迋,迋,云,漾,去,三,合,陽合
旺,迋,云,漾,去,三,合,陽合
暀,迋,云,漾,去,三,合,陽合
㤮,迋,云,漾,去,三,合,陽合
王,迋,云,漾,去,三,合,陽合
放,放,幫,漾,去,三,合,陽合
舫,放,幫,漾,去,三,合,陽合
趽,放,幫,漾,去,三,合,陽合
𨾔,放,幫,漾,去,三,合,陽合
相,相,心,漾,去,三,開,陽開
彊,彊,見,漾,去,三,開,陽開
唴,唴,溪,漾,去,三,開,陽開
𥇉,唴,溪,漾,去,三,開,陽開
羻,唴,溪,漾,去,三,開,陽開
蹡,蹡,清,漾,去,三,開,陽開
防,防,並,漾,去,三,合,陽合
宕,宕,定,宕,去,一,開,唐開
踼,宕,定,宕,去,一,開,唐開
碭,宕,定,宕,去,一,開,唐開
逿,宕,定,宕,去,一,開,唐開
𦿆,宕,定,宕,去,一,開,唐開
𡇈,宕,定,宕,去,一,開,唐開
嵣,宕,定,宕,去,一,開,唐開
浪,浪,來,宕,去,一,開,唐開
閬,浪,來,宕,去,一,開,唐開
埌,浪,來,宕,去,一,開,唐開
䕞,浪,來,宕,去,一,開,唐開
蒗,浪,來,宕,去,一,開,唐開
吭,吭,匣,宕,去,一,開,唐開
行,吭,匣,宕,去,一,開,唐開
笐,吭,匣,宕,去,一,開,唐開
盎,盎,影,宕,去,一,開,唐開
醠,盎,影,宕,去,一,開,唐開
枊,枊,疑,宕,去,一,開,唐開
䭹,枊,疑,宕,去,一,開,唐開
𡵙,枊,疑,宕,去,一,開,唐開
葬,葬,精,宕,去,一,開,唐開
譡,譡,端,宕,去,一,開,唐開
儅,譡,端,宕,去,一,開,唐開
瓽,譡,端,宕,去,一,開,唐開
當,譡,端,宕,去,一,開,唐開
擋,譡,端,宕,去,一,開,唐開
闣,譡,端,宕,去,一,開,唐開
抗,抗,溪,宕,去,一,開,唐開
閌,抗,溪,宕,去,一,開,唐開
炕,抗,溪,宕,去,一,開,唐開
犺,抗,溪,宕,去,一,開,唐開
伉,抗,溪,宕,去,一,開,唐開
亢,抗,溪,宕,去,一,開,唐開
蚢,抗,溪,宕,去,一,開,唐開
砊,抗,溪,宕,去,一,開,唐開
邟,抗,溪,宕,去,一,開,唐開
𪎵,抗,溪,宕,去,一,開,唐開
阬,抗,溪,宕,去,一,開,唐開
頏,抗,溪,宕,去,一,開,唐開
螃,螃,幫,宕,去,一,開,唐開
搒,螃,幫,宕,去,一,開,唐開
舫,螃,幫,宕,去,一,開,唐開
謗,螃,幫,宕,去,一,開,唐開
儻,儻,透,宕,去,一,開,唐開
摥,儻,透,宕,去,一,開,唐開
湯,儻,透,宕,去,一,開,唐開
蕩,儻,透,宕,去,一,開,唐開
盪,儻,透,宕,去,一,開,唐開
𨫖,儻,透,宕,去,一,開,唐開
曠,曠,溪,宕,去,一,合,唐合
爌,曠,溪,宕,去,一,合,唐合
矌,曠,溪,宕,去,一,合,唐合
壙,曠,溪,宕,去,一,合,唐合
纊,曠,溪,宕,去,一,合,唐合
